"index" "Country" "Year" "Avg.Length.Stay" "Business.Professional.Purpose" "Num.Bed.Places" "Num.Establishments" "Num.Rooms" "Occupancy.Rate.Beds" "Occupancy.Rate.Rooms" "Personal.Purpose" "Total.Arrivals"
649 "MOROCCO" "2018" 2.79 1346 261866 4073 123814 38 46 10943 12289
650 "MOROCCO" "2019" 3.1 1417 269553 4229 127653 39 48 11516 12932
651 "MOZAMBIQUE" "2010" 2 405 37550 1162 20779 31.3 NA 1313 1718
652 "MOZAMBIQUE" "2011" 2.1 618 38461 1208 21061 35.1 NA 1283 1901
653 "MOZAMBIQUE" "2012" 1.7 437 40883 1294 22145 28.8 NA 1675 2112
654 "MOZAMBIQUE" "2013" 1.7 312 45403 1422 22339 25.6 NA 1575 1886
655 "MOZAMBIQUE" "2014" 1.7 264 45403 1514 22339 28.2 NA 1487 1751
656 "MOZAMBIQUE" "2015" 1.6 191 56426 1663 29952 24 NA 1443 1634
657 "MOZAMBIQUE" "2016" 1.6 184 56571 2094 34431 20 NA 1531 1715
658 "MOZAMBIQUE" "2017" 1.7 163 56999 2103 34687 17.9 NA 1351 1514
659 "MOZAMBIQUE" "2018" 1.85 308 57995 2188 35331 21.3 NA 2562 2870
660 "MOZAMBIQUE" "2019" 1.66 202 57995 2188 35331 20.04 NA 1831 2033
661 "MYANMAR" "2010" NA 57 44746 682 22373 NA NA 735 792
662 "MYANMAR" "2011" NA 83 50004 729 25002 NA NA 733 816
663 "MYANMAR" "2012" NA 131 56582 787 28291 NA NA 928 1059
664 "MYANMAR" "2013" NA 171 69668 923 34834 NA NA 1873 2044
665 "MYANMAR" "2014" NA 215 86486 1106 43243 NA NA 2867 3081
666 "MYANMAR" "2015" NA 213 99892 1279 49946 NA NA 4468 4681
667 "MYANMAR" "2016" NA 245 112858 1370 56429 NA NA 2662 2907
668 "MYANMAR" "2017" NA 242 127956 1590 63978 NA NA 3201 3443
669 "MYANMAR" "2018" NA 249 136334 1704 68167 NA NA 3302 3551
670 "MYANMAR" "2019" NA 282 159710 1984 79855 NA NA 4082 4364
671 "NETHERLANDS" "2010" 1.76 NA 211772 3172 103246 44.44 NA NA NA
672 "NETHERLANDS" "2011" 1.74 NA 213932 3194 104704 45.18 NA NA NA
673 "NETHERLANDS" "2012" 1.73 NA 216824 3155 105940 45.49 NA NA NA
674 "NETHERLANDS" "2013" 1.74 NA 244145 3510 113813 41.96 NA NA NA
675 "NETHERLANDS" "2014" 1.72 NA 252115 3561 117917 44 NA NA NA
676 "NETHERLANDS" "2015" 1.72 NA 254589 3525 118121 45 NA NA NA
677 "NETHERLANDS" "2016" 1.73 NA 261164 3585 121021 48 NA NA NA
678 "NETHERLANDS" "2017" 1.71 NA 270098 3636 124049 50 NA NA NA
679 "NETHERLANDS" "2018" 1.74 NA 286069 3760 131903 50 NA NA NA
680 "NETHERLANDS" "2019" 1.78 NA 303713 3806 138546 50 NA NA NA
681 "NEW ZEALAND" "2010" 1.9 363 NA 2893 90888 NA 48.8 2148 2511
682 "NEW ZEALAND" "2011" 1.9 358 NA 2826 86835 NA 50.4 2236 2594
683 "NEW ZEALAND" "2012" 1.9 353 NA 2797 87695 NA 48.9 2202 2555
684 "NEW ZEALAND" "2013" 1.9 368 NA 2806 88791 NA 50.9 2342 2710
685 "NEW ZEALAND" "2014" 2 378 NA 2771 88914 NA 53.2 2476 2854
686 "NEW ZEALAND" "2015" 1.9 399 NA 2756 89057 NA 55.2 2731 3130
687 "NEW ZEALAND" "2016" 1.9 422 NA 2675 87739 NA 57.8 3073 3494
688 "NEW ZEALAND" "2017" 1.9 439 NA 2656 88757 NA 59 3284 3723
689 "NEW ZEALAND" "2018" 1.9 446 NA 2651 90723 NA 59 3411 3858
690 "NEW ZEALAND" "2019" NA 499 NA NA NA NA NA 3390 3888
691 "NORWAY" "2010" 1.64 1064 175466 1128 78436 34.8 50.9 3703 4767
692 "NORWAY" "2011" 1.6 1096 178203 1115 80150 35.6 52.4 3867 4963
693 "NORWAY" "2012" 1.6 NA 186675 1102 81923 35.4 52.6 NA NA
694 "NORWAY" "2013" 1.56 NA 186338 1201 84341 35.1 52.4 NA NA
695 "NORWAY" "2014" 1.61 NA 185437 1145 84810 35.7 52.9 NA NA
696 "NORWAY" "2015" 1.62 NA 184720 1086 85063 37.4 53.7 NA NA
697 "NORWAY" "2016" 1.59 NA 188842 1113 87912 38.5 54.5 NA NA
698 "NORWAY" "2017" 1.57 NA 189327 1067 88062 40 56 NA NA
699 "NORWAY" "2018" 1.63 NA 202625 1031 89815 38.7 55.3 NA NA
700 "NORWAY" "2019" 1.64 NA 209151 1103 94780 38.8 55.8 NA NA
701 "OMAN" "2010" NA 229 17492 226 11183 NA 51.01 1271 1500
702 "OMAN" "2011" NA 230 18654 235 11753 NA 43.38 1163 1393
703 "OMAN" "2012" NA 321 19099 248 12352 NA 45.79 1393 1714
704 "OMAN" "2013" NA 360 20386 266 13603 NA 47.72 1562 1923
705 "OMAN" "2014" NA 404 22461 286 14815 NA 49.24 1822 2225
706 "OMAN" "2015" NA 484 25966 318 16691 NA 46.91 2150 2634
707 "OMAN" "2016" NA 560 28606 340 18420 NA 47.3 2647 3207
708 "OMAN" "2017" NA 547 30489 359 19520 NA 45.24 2631 3178
709 "OMAN" "2018" NA 350 31788 412 22182 NA 38.42 2892 3242
710 "OMAN" "2019" NA 411 33630 491 25139 NA 37.36 3095 3506
711 "PANAMA" "2010" 2.5 422 37788 473 18894 NA 66.96 674 1096
712 "PANAMA" "2011" 2.4 465 40538 533 20539 NA 64.71 744 1209
713 "PANAMA" "2012" 2.6 519 45538 580 22768 NA 58.88 830 1349
714 "PANAMA" "2013" 2.7 160 47144 593 23572 NA 56.7 1367 1527
715 "PANAMA" "2014" 2.5 179 48660 618 24330 NA 56 1431 1610
716 "PANAMA" "2015" 2.6 84 55984 651 27992 NA 52.3 1857 1941
717 "PANAMA" "2016" 3.3 68 59600 721 29800 NA 47.36 1789 1857
718 "PANAMA" "2017" 3.5 227 63162 788 31581 NA 47.09 1524 1751
719 "PANAMA" "2018" 3.7 223 65442 871 32721 NA 44.9 1533 1756
720 "PANAMA" "2019" 8 225 67544 946 33772 NA 44.7 1530 1755
721 "PARAGUAY" "2010" 3 97 17278 320 8397 50 NA 368 465
722 "PARAGUAY" "2011" 3 110 22144 470 11085 55 NA 414 524
723 "PARAGUAY" "2012" 3.5 122 23896 563 12120 60 NA 457 579
724 "PARAGUAY" "2013" 3.5 128 25281 616 12764 60 NA 482 610
725 "PARAGUAY" "2014" 3.5 136 28283 721 13820 60 NA 513 649
726 "PARAGUAY" "2015" 3.5 255 31669 818 15003 60 NA 960 1215
727 "PARAGUAY" "2016" 3.5 275 32791 848 15578 60 NA 1034 1308
728 "PARAGUAY" "2017" 3.5 333 33813 905 15896 60 NA 1251 1584
729 "PARAGUAY" "2018" 3.5 224 35238 970 16576 60 NA 957 1181
730 "PARAGUAY" "2019" 3.5 231 36331 987 17043 60 NA 985 1216
731 "PERU" "2010" 1.34 59 346156 13463 197994 NA 27.7 2240 2299
732 "PERU" "2011" 1.34 67 361015 14474 206796 NA 29.9 2531 2598
733 "PERU" "2012" 1.36 74 375255 15509 215591 NA 31.9 2772 2846
734 "PERU" "2013" 1.39 82 403638 16671 232096 NA 32.46 3082 3164
735 "PERU" "2014" 1.39 83 425550 18058 245292 NA 31.3 3132 3215
736 "PERU" "2015" 1.36 89 451471 19522 259990 NA 29.56 3366 3456
737 "PERU" "2016" 1.38 97 472320 20635 271754 NA 28.65 3647 3744
738 "PERU" "2017" 1.36 108 498863 21600 287223 NA 26.58 3924 4032
739 "PERU" "2018" 1.33 115 516245 22115 296748 NA 27.12 4304 4419
740 "PERU" "2019" 1.33 114 541555 23908 311007 NA 28.3 4258 4372
741 "PHILIPPINES" "2010" 2.3 194 23614 144 11807 67.62 NA 3267 3461
742 "PHILIPPINES" "2011" 2.48 403 53410 387 26705 69.26 NA 3481 3884
743 "PHILIPPINES" "2012" 2.48 481 37426 305 18713 67.25 NA 3757 4238
744 "PHILIPPINES" "2013" 2.49 506 80090 422 40045 67.2 NA 4131 4637
745 "PHILIPPINES" "2014" 2.46 498 112046 1149 56023 67.21 NA 4275 4773
746 "PHILIPPINES" "2015" 2.39 486 120464 1121 60232 66.95 NA 4805 5291
747 "PHILIPPINES" "2016" 2.45 487 174078 1690 87039 66.08 NA 5408 5895
748 "PHILIPPINES" "2017" 3.51 469 58438 696 29219 64.72 NA 6038 6507
749 "PHILIPPINES" "2018" 2.26 427 205504 2018 102752 65.41 NA 6514 6940
750 "PHILIPPINES" "2019" 2.09 352 244032 2764 122016 64.39 NA 7748 8099
751 "POLAND" "2010" 1.89 3370 240967 3223 119175 31.99 39.1 9100 12470
752 "POLAND" "2011" 1.82 3760 256869 3369 123733 33.6 41.1 9590 13350
753 "POLAND" "2012" 1.91 4160 271069 3522 129095 33.6 41.1 10680 14840
754 "POLAND" "2013" 1.92 3950 274297 3485 134417 33.8 41.6 11850 15800
755 "POLAND" "2014" 1.91 3276 292521 3646 142364 34.8 42.7 12724 16000
756 "POLAND" "2015" 1.93 4064 301555 3723 146114 36.7 45.3 12664 16728
757 "POLAND" "2016" 1.96 4176 325776 3965 157715 38.1 47.6 13295 17471
758 "POLAND" "2017" 1.95 4528 335917 4064 162512 39.3 48.9 13730 18258
759 "POLAND" "2018" 1.97 4922 353785 4179 170640 49.8 2.62 14700 19622
760 "POLAND" "2019" 2.61 5036 368944 4229 176925 40.6 2.62 16122 21158
761 "PORTUGAL" "2010" 3.76 NA 279506 2011 124542 41.65 50.86 NA NA
762 "PORTUGAL" "2011" 3.83 NA 289107 2019 128336 40 51.84 NA NA
763 "PORTUGAL" "2012" 3.86 NA 296321 2028 131357 39.5 NA NA NA
764 "PORTUGAL" "2013" 3.18 NA 297962 2008 132331 42.6 NA NA NA
765 "PORTUGAL" "2014" 2.91 NA 308385 2041 136761 45.2 NA NA NA
766 "PORTUGAL" "2015" 3.66 NA 312028 2028 137359 46.27 NA NA NA
767 "PORTUGAL" "2016" 2.86 NA 325863 2036 143164 48.64 NA NA NA
768 "PORTUGAL" "2017" 3.2 NA 402832 5840 175056 53.61 66.59 NA NA
769 "PORTUGAL" "2018" 3.27 NA 423138 6866 184428 52.74 65.08 NA NA
770 "PORTUGAL" "2019" 2.99 NA 443157 6833 193164 53.04 65.38 NA NA
771 "PUERTO RICO" "2010" 2.65 NA NA 156 13934 NA 66.2 NA NA
772 "PUERTO RICO" "2011" 2.65 NA NA 151 14283 NA 66.18 NA NA
773 "PUERTO RICO" "2012" 2.62 NA NA 151 14191 NA 67.94 NA NA
774 "PUERTO RICO" "2013" 2.63 NA NA 151 14164 NA 69.85 NA NA
775 "PUERTO RICO" "2014" 2.64 NA NA 150 14781 NA 69.82 NA NA
776 "PUERTO RICO" "2015" 2.63 NA NA 149 14844 NA 71 NA NA
777 "PUERTO RICO" "2016" 2.57 NA NA 154 15056 NA 70.4 NA NA
778 "PUERTO RICO" "2017" 2.48 NA NA 151 15144 NA 68.29 NA NA
779 "PUERTO RICO" "2018" 3.37 NA NA 147 15135 NA 76.53 NA NA
780 "PUERTO RICO" "2019" 2.6 NA NA 155 14619 NA 68.19 NA NA
781 "QATAR" "2010" NA NA NA 66 9574 NA NA NA NA
782 "QATAR" "2011" NA NA NA 74 9976 NA NA NA NA
783 "QATAR" "2012" NA NA NA 81 13407 NA 60 NA NA
784 "QATAR" "2013" NA NA NA 83 13577 NA 65 NA NA
785 "QATAR" "2014" NA NA NA 85 13937 NA 73 NA NA
786 "QATAR" "2015" 3.51 NA NA 119 20713 NA 71 NA NA
787 "QATAR" "2016" 3.39 NA NA 117 22921 NA 62 NA NA
788 "QATAR" "2017" 3.75 NA NA 122 25167 NA 58 NA NA
789 "QATAR" "2018" 3.78 NA NA 124 28917 NA 61 NA NA
790 "QATAR" "2019" 3.73 NA NA 130 27261 NA 66 NA NA
791 "ROMANIA" "2010" 2.62 NA 258238 4724 123509 25.2 NA NA NA
792 "ROMANIA" "2011" 2.54 NA 248592 4612 119349 26.3 NA NA NA
793 "ROMANIA" "2012" 2.5 NA 270172 5376 128713 25.9 NA NA NA
794 "ROMANIA" "2013" 2.43 NA 276095 5560 131756 25.1 NA NA NA
795 "ROMANIA" "2014" NA NA 280810 5677 133530 30.7 NA NA NA
796 "ROMANIA" "2015" 2.12 NA 298571 6308 140434 33.79 NA NA NA
797 "ROMANIA" "2016" 2.3 NA 302100 6432 141339 36.03 NA NA NA
798 "ROMANIA" "2017" 2.2 NA 319672 7237 149235 36.5 NA NA NA
799 "ROMANIA" "2018" 2.2 NA 328297 7656 153081 NA NA NA NA
800 "ROMANIA" "2019" 2.2 NA 329931 7608 154043 NA NA NA NA
801 "RUSSIAN FEDERATION" "2010" NA 4432 529554 7866 260208 31 NA 17849 22281
802 "RUSSIAN FEDERATION" "2011" NA 5475 571226 8416 277916 32 NA 19457 24932
803 "RUSSIAN FEDERATION" "2012" NA 6201 617849 9316 300629 33 NA 21976 28177
804 "RUSSIAN FEDERATION" "2013" NA 5817 675515 9869 319143 31 NA 24975 30792
805 "RUSSIAN FEDERATION" "2014" NA 6263 814913 10714 371796 28 NA 26158 32421
806 "RUSSIAN FEDERATION" "2015" NA 7517 923000 13958 433000 30 NA 26212 33729
807 "RUSSIAN FEDERATION" "2016" NA NA 1046000 15368 482000 35 NA NA NA
808 "RUSSIAN FEDERATION" "2017" NA NA 1137000 18753 508000 NA NA NA NA
809 "RUSSIAN FEDERATION" "2018" NA NA 1299000 21300 584000 NA NA NA NA
810 "RUSSIAN FEDERATION" "2019" NA NA NA 21312 NA NA NA NA NA
811 "SAUDI ARABIA" "2010" 5.3 2660 594188 5828 211108 52.5 59.2 8190 10850
812 "SAUDI ARABIA" "2011" 4 1912 630057 3019 244184 62.1 63 12266 14178
813 "SAUDI ARABIA" "2012" 4 2824 698801 3111 275583 63.6 64 13508 16332
814 "SAUDI ARABIA" "2013" 4 1476 710696 3551 276441 61.2 65.2 14296 15772
815 "SAUDI ARABIA" "2014" NA 2684 745249 3697 303716 65 66 15576 18260
816 "SAUDI ARABIA" "2015" 3.67 1881 862349 4394 349098 66.2 67 16114 17994
817 "SAUDI ARABIA" "2016" 3.15 4007 916776 5994 458388 67.2 68 14038 18044
818 "SAUDI ARABIA" "2017" 4.19 2695 1010680 7099 530367 60.8 64.3 13414 16109
819 "SAUDI ARABIA" "2018" 4.24 2451 1107714 7292 553857 62.7 66.6 12884 15334
820 "SAUDI ARABIA" "2019" 4.3 3165 1133776 7564 566888 67.22 71.4 14361 17526
821 "SERBIA" "2010" 2.45 NA 56906 721 26350 17.22 NA NA NA
822 "SERBIA" "2011" 2.45 NA 55389 731 26052 18.71 NA NA NA
823 "SERBIA" "2012" 2.53 NA 53217 716 25130 26.8 NA NA NA
824 "SERBIA" "2013" 2.45 NA 55729 657 24759 27.8 29.1 NA NA
825 "SERBIA" "2014" 2.78 NA 54075 676 25634 26.3 27.4 NA NA
826 "SERBIA" "2015" 2.28 NA 52112 664 24402 28.6 29.5 NA NA
827 "SERBIA" "2016" 2.32 NA 52262 737 26095 31.2 32.8 NA NA
828 "SERBIA" "2017" 2.31 NA 51893 720 26157 35.1 36.6 NA NA
829 "SERBIA" "2018" 2.3 NA 53252 779 27318 34.5 36.5 NA NA
830 "SERBIA" "2019" 2.31 NA 54015 809 27202 32.8 37.9 NA NA
831 "SINGAPORE" "2010" 3.86 3175 NA 282 47312 NA 84.23 8467 11642
832 "SINGAPORE" "2011" 3.73 3226 NA 304 49719 NA 85.4 9946 13171
833 "SINGAPORE" "2012" 3.54 3402 NA 338 51664 NA 85.69 11094 14496
834 "SINGAPORE" "2013" 3.48 3617 NA 373 55006 NA 84.94 11951 15568
835 "SINGAPORE" "2014" 3.71 3202 NA 391 57172 NA 84.24 11893 15095
836 "SINGAPORE" "2015" 3.61 2923 NA 398 60908 NA 83.94 12308 15232
837 "SINGAPORE" "2016" 3.43 2461 NA 413 63850 NA 83.12 13943 16403
838 "SINGAPORE" "2017" 3.38 2464 NA 420 67084 NA 84.86 14961 17425
839 "SINGAPORE" "2018" 3.33 2617 NA 410 66994 NA 86.09 15891 18508
840 "SINGAPORE" "2019" 3.36 2461 NA 424 69367 NA 86.93 16656 19116
841 "SLOVENIA" "2010" 2.86 274 48339 647 21697 40.3 NA 1775 2049
842 "SLOVENIA" "2011" 2.83 300 49293 648 22082 42.4 NA 1937 2236
843 "SLOVENIA" "2012" 2.79 207 49291 642 22015 42.6 47.7 2169 2377
844 "SLOVENIA" "2013" 2.74 218 49351 639 22102 42.3 46.9 2283 2502
845 "SLOVENIA" "2014" 2.61 234 49507 647 22072 42.8 47.3 2442 2675
846 "SLOVENIA" "2015" 2.53 415 50262 681 22344 44.7 49.5 2607 3022
847 "SLOVENIA" "2016" 2.5 467 50994 692 22451 47 52.2 2930 3397
848 "SLOVENIA" "2017" 2.44 548 52214 698 22908 50.1 55.6 3442 3991
849 "SLOVENIA" "2018" 2.65 608 60438 1231 26174 48.5 56.5 3817 4425
850 "SLOVENIA" "2019" 2.53 560 62723 1508 26793 43.99 51.15 4142 4702
851 "SOUTH AFRICA" "2010" 8.5 331 NA 2808 70200 NA 43.4 7743 8074
852 "SOUTH AFRICA" "2011" 8.3 267 NA 2670 69900 NA 43.5 8072 8339
853 "SOUTH AFRICA" "2012" 7.7 293 NA 2657 70300 NA 45.6 8895 9188
854 "SOUTH AFRICA" "2013" 8.7 272 NA 2651 70600 NA 47.4 9265 9537
855 "SOUTH AFRICA" "2014" NA 407 NA 2689 71000 NA 48.1 9142 9549
856 "SOUTH AFRICA" "2015" NA 400 NA 2725 71300 NA 47.6 8503 8904
857 "SOUTH AFRICA" "2016" NA 338 NA 2855 71800 NA 49.1 9707 10044
858 "SOUTH AFRICA" "2017" NA 334 NA 3005 72000 NA 48.3 9951 10285
859 "SOUTH AFRICA" "2018" NA 316 NA 3003 72300 NA 47.5 10156 10472
860 "SOUTH AFRICA" "2019" NA 275 NA 3023 72200 NA 46.9 9953 10229
861 "SPAIN" "2010" 3.26 4375 1781935 18598 883225 51 52.67 48302 52677
862 "SPAIN" "2011" 3.36 4115 1833726 19210 903441 53.55 57.87 52062 56177
863 "SPAIN" "2012" 3.38 3974 1838958 19149 902624 52.05 55.96 53490 57464
864 "SPAIN" "2013" 3.41 4071 1874896 19318 906289 53.02 57.21 56604 60675
865 "SPAIN" "2014" 3.36 4313 1862329 19207 904946 54.71 59.11 60625 64938
866 "SPAIN" "2015" 3.31 4979 1879369 19352 910091 56.92 61.96 63196 68175
867 "SPAIN" "2016" 3.32 5704 1889335 19278 912504 59.84 65.71 69611 75315
868 "SPAIN" "2017" 3.28 5707 1911942 19459 919401 61.03 67.07 76162 81868
869 "SPAIN" "2018" 3.23 5637 1927389 19255 922464 60.23 66.77 77172 82808
870 "SPAIN" "2019" 3.15 6113 1951230 19381 929510 60.14 67.22 77397 83509
871 "SWEDEN" "2010" 1.67 NA 224444 1985 110413 36.7 50 NA NA
872 "SWEDEN" "2011" 1.67 2840 225343 1998 112628 37.9 50.8 16565 19405
873 "SWEDEN" "2012" 1.68 3456 228387 2003 113944 37.8 50.1 16555 20011
874 "SWEDEN" "2013" 1.68 3362 235752 2045 117228 38.3 50.3 15441 18803
875 "SWEDEN" "2014" 1.69 3191 238852 2033 118614 39.8 51.7 16754 19945
876 "SWEDEN" "2015" 1.7 NA 236555 1992 117707 43.2 55.3 NA NA
877 "SWEDEN" "2016" 1.69 NA 240883 2011 119855 45.7 58 NA NA
878 "SWEDEN" "2017" 1.69 NA 245963 2025 122948 46 58.3 NA NA
879 "SWEDEN" "2018" 1.69 NA 251894 2057 125623 45.8 58.4 NA NA
880 "SWEDEN" "2019" 1.69 NA 260436 2143 129033 45.3 58.3 NA NA
881 "SWITZERLAND" "2010" 2.23 NA 275193 5477 142815 42.91 52.31 NA NA
882 "SWITZERLAND" "2011" 2.19 NA 273969 5396 142102 41.94 51.64 NA NA
883 "SWITZERLAND" "2012" 2.13 NA 271168 5257 140371 40.81 50.5 NA NA
884 "SWITZERLAND" "2013" 2.12 NA 271298 5191 140192 41.9 51.63 NA NA
885 "SWITZERLAND" "2014" 2.09 NA 272636 5129 140722 42.16 52 NA NA
886 "SWITZERLAND" "2015" 2.04 NA 273507 5055 141018 41.65 51.53 NA NA
887 "SWITZERLAND" "2016" 2.03 NA 271710 4949 140331 41.6 51.33 NA NA
888 "SWITZERLAND" "2017" 2.01 NA 275203 4878 141404 43.04 52.94 NA NA
889 "SWITZERLAND" "2018" 2.01 NA 274792 4765 140884 44.56 54.52 NA NA
890 "SWITZERLAND" "2019" 2 NA 273849 4646 140331 44.85 55.16 NA NA
891 "SYRIAN ARAB REPUBLIC" "2010" NA 442 54421 746 28943 NA 69.6 9015 9457
892 "SYRIAN ARAB REPUBLIC" "2011" NA NA 56527 773 30017 NA NA NA NA
893 "SYRIAN ARAB REPUBLIC" "2012" NA NA NA NA NA NA NA NA NA
894 "SYRIAN ARAB REPUBLIC" "2013" NA NA NA NA NA NA NA NA NA
895 "SYRIAN ARAB REPUBLIC" "2014" NA NA NA NA NA NA NA NA NA
896 "SYRIAN ARAB REPUBLIC" "2015" NA NA NA NA NA NA NA NA NA
897 "SYRIAN ARAB REPUBLIC" "2016" 3 NA NA NA NA 34 33 NA NA
898 "SYRIAN ARAB REPUBLIC" "2017" 3 NA 53301 550 28347 38 37 NA NA
899 "SYRIAN ARAB REPUBLIC" "2018" 3 NA 54452 567 28948 41 39 NA NA
900 "SYRIAN ARAB REPUBLIC" "2019" 3 NA 56949 594 30200 31 27 NA NA
901 "TAIWAN PROVINCE OF CHINA" "2010" NA 1088 NA 2782 133805 NA 68.24 4479 5567
902 "TAIWAN PROVINCE OF CHINA" "2011" NA 1129 NA 2798 136105 NA 68.11 4958 6087
903 "TAIWAN PROVINCE OF CHINA" "2012" NA 1035 NA 2854 139846 NA 69.99 6276 7311
904 "TAIWAN PROVINCE OF CHINA" "2013" NA 1081 NA 2921 146987 NA 69.28 6935 8016
905 "TAIWAN PROVINCE OF CHINA" "2014" NA 903 NA 3014 155591 NA 72.15 9007 9910
906 "TAIWAN PROVINCE OF CHINA" "2015" NA 893 NA 3068 166650 NA 69.28 9547 10440
907 "TAIWAN PROVINCE OF CHINA" "2016" NA 881 NA 3268 175917 NA 66.45 9810 10690
908 "TAIWAN PROVINCE OF CHINA" "2017" NA 900 NA 3402 187099 NA 64.83 9839 10740
909 "TAIWAN PROVINCE OF CHINA" "2018" NA 906 NA 3482 193211 NA 63.9 10161 11067
910 "TAIWAN PROVINCE OF CHINA" "2019" NA 921 NA 3468 195994 NA 66.69 10943 11864
911 "THAILAND" "2010" NA 2266 NA NA 454686 NA 39.52 13670 15936
912 "THAILAND" "2011" NA 1965 NA NA 530623 NA 43.84 17265 19230
913 "THAILAND" "2012" NA 2175 NA NA 528128 NA 48.69 20179 22354
914 "THAILAND" "2013" 1.84 2341 NA 12398 540088 NA 56.3 24206 26547
915 "THAILAND" "2014" 1.77 NA NA 12879 550269 NA 58.96 NA NA
916 "THAILAND" "2015" 2.24 NA NA 15469 650643 NA 65.12 NA NA
917 "THAILAND" "2016" 2.25 NA NA 16559 682824 NA 66.99 NA NA
918 "THAILAND" "2017" 2.28 1633 NA 19533 743107 NA 70.58 33959 35592
919 "THAILAND" "2018" 2.27 2057 NA 19660 746400 NA 71.16 36122 38178
920 "THAILAND" "2019" 2.26 2044 NA 20293 784118 NA 70.08 37873 39916
921 "TUNISIA" "2010" 6.2 NA 241528 856 120764 50.7 NA NA NA
922 "TUNISIA" "2011" 6.6 NA 242146 861 121073 34.3 NA NA NA
923 "TUNISIA" "2012" 6.3 NA 241997 846 120999 45.9 NA NA NA
924 "TUNISIA" "2013" 6.5 NA 240249 847 120125 46.1 NA NA NA
925 "TUNISIA" "2014" 6.3 NA 240077 848 120039 44.9 NA NA NA
926 "TUNISIA" "2015" 5.2 NA 241392 864 120495 26.1 NA NA NA
927 "TUNISIA" "2016" 5.6 NA 235018 824 117509 30.3 NA NA NA
928 "TUNISIA" "2017" 5.6 NA 234338 848 117169 34.3 NA NA NA
929 "TUNISIA" "2018" 5.9 NA 237618 868 118809 40.9 NA NA NA
930 "TUNISIA" "2019" 5.4 NA 236015 876 118008 44.6 NA NA NA
931 "TÜRKIYE" "2010" 3.3 1901 619863 2614 295322 49.17 NA 31127 33028
932 "TÜRKIYE" "2011" 3.2 2375 655827 2740 313391 51.46 NA 33776 36151
933 "TÜRKIYE" "2012" 3.35 2381 688053 2814 328133 54.34 NA 34083 36464
934 "TÜRKIYE" "2013" 3.2 2523 729747 2917 348348 53.4 NA 36703 39226
935 "TÜRKIYE" "2014" 3.18 2492 784469 3061 374016 52.62 NA 38923 41415
936 "TÜRKIYE" "2015" 3.09 2356 826255 3237 393521 51.95 NA 39261 41618
937 "TÜRKIYE" "2016" 2.6 1912 1202616 8664 568175 38.22 NA 29454 31365
938 "TÜRKIYE" "2017" 2.52 1886 1391568 11151 655355 46.17 NA 36735 38620
939 "TÜRKIYE" "2018" 2.65 2016 1432407 11362 673550 50.87 NA 43613 45629
940 "TÜRKIYE" "2019" 2.61 1986 1482179 11898 687870 53.48 NA 49874 51860
941 "UKRAINE" "2010" 3.03 762 185776 1731 79489 NA NA 20441 21203
942 "UKRAINE" "2011" 2.54 704 153249 3162 76567 NA NA 20711 21415
943 "UKRAINE" "2012" 2.59 374 162061 3144 81157 26.4 NA 22639 23013
944 "UKRAINE" "2013" 2.46 168 178506 3582 89441 27.1 NA 24503 24671
945 "UKRAINE" "2014" 2.42 51 135049 2644 69052 31.1 NA 12661 12712
946 "UKRAINE" "2015" 2.13 41 132203 2478 68114 35.3 NA 12387 12428
947 "UKRAINE" "2016" 2.02 36 135207 2534 69801 38.3 NA 13298 13333
948 "UKRAINE" "2017" 2.01 94 132890 2474 68045 38.6 NA 14136 14230
949 "UKRAINE" "2018" 2.52 54 135327 2777 71132 33.51 NA 14050 14104
950 "UKRAINE" "2019" 2.65 48 171721 3165 83147 35.21 NA 13390 13438
951 "UNITED ARAB EMIRATES" "2010" NA NA NA 843 74094 NA NA NA NA
952 "UNITED ARAB EMIRATES" "2011" NA NA NA 881 81468 NA NA NA NA
953 "UNITED ARAB EMIRATES" "2012" NA NA NA 900 120844 NA NA NA NA
954 "UNITED ARAB EMIRATES" "2013" NA NA NA 957 125729 NA NA NA NA
955 "UNITED ARAB EMIRATES" "2014" 3.24 1901 282792 1027 141396 NA 62 14332 16232
956 "UNITED ARAB EMIRATES" "2015" 3.26 4074 297264 1056 148632 NA 75 15239 19313
957 "UNITED ARAB EMIRATES" "2016" 3.23 5056 311408 1060 155704 NA 75 15838 20894
958 "UNITED ARAB EMIRATES" "2017" 3.17 5179 324450 1058 162225 NA 76.16 16626 21805
959 "UNITED ARAB EMIRATES" "2018" 3.16 5436 346172 1106 173086 NA 73.46 17656 23092
960 "UNITED ARAB EMIRATES" "2019" 3.13 6080 366386 1136 183193 69.46 74.09 19201 25282
961 "UNITED KINGDOM" "2010" 2.16 7552 1416179 40184 679038 45 61 22846 30398
962 "UNITED KINGDOM" "2011" NA 8112 1410580 38939 647777 48 64 23774 31886
963 "UNITED KINGDOM" "2012" NA 8292 1571120 38996 718405 48 64 23929 32221
964 "UNITED KINGDOM" "2013" NA 8696 NA NA NA 50 66 24871 33567
965 "UNITED KINGDOM" "2014" NA 9206 1773029 33454 791980 50 68 26131 35337
966 "UNITED KINGDOM" "2015" NA 9602 1781294 33499 790707 51 69 27190 36792
967 "UNITED KINGDOM" "2016" NA 10019 1768795 33374 786775 51.6 70.2 29110 39129
968 "UNITED KINGDOM" "2017" NA 9567 NA NA NA 52 73 31513 41080
